Nume,Descriere,Categorie,Pret,Cost,Vanzare_ok,Achizitie_ok,Unitate,Unitate_achizitie,Cod_bare,SKU,Taxe,Taxe_achizitie,Tip_produs
ROLLBOX - CASETIERA,,Obiecte de inventar,1.0,294.12,True,True,Units,Units,,OBI00130,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROUTER WIRELESS TP LINK,,Obiecte de inventar,1.0,184.03,True,True,Units,Units,,OBI00131,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
ROUTER WLESS DUAL BAND TP LINK ARCHER AX20,,Obiecte de inventar,1.0,420.16,True,True,Units,Units,,OBI00132,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RUCSAC LAPTOP 14 INCI NEGRU,,Obiecte de inventar,1.0,569.0,True,True,Units,Units,,OBI00133,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RUCSAC QILIVE,,Obiecte de inventar,1.0,125.21000000000001,True,True,Units,Units,,OBI00134,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
RULETA OB INV,,Obiecte de inventar,1.0,5.41,True,True,Units,Units,,OBI00135,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SAMSUNG GALAXY A52 128 GB,,Obiecte de inventar,1.0,1310.32,True,True,Units,Units,,OBI00136,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SAMSUNG GALAXY S20FE 5G 128 GB,,Obiecte de inventar,1.0,1612.74,True,True,Units,Units,,OBI00137,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SARMA SUDURA ALAMA_BCU59ZN900,,Materii prime generale ,1.0,0.0,True,True,kg,kg,,Mpr_00384,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCARA CU 2 FETE PROFI 4X2 TREPTE 2.8 M,,Obiecte de inventar,1.0,156.84,True,True,Units,Units,,OBI00138,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCARA SLIM 3 TREPTE,,Obiecte de inventar,1.0,184.03,True,True,Units,Units,,OBI00139,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCARA SLIM 4 TREPTE,,Obiecte de inventar,1.0,226.05,True,True,Units,Units,,OBI00140,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN BIROU ERGONOMIC HARRIS,,Obiecte de inventar,1.0,257.6,True,True,Units,Units,,OBI00141,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN BIROU OFF 907 NEGRU,,Obiecte de inventar,1.0,235.0,True,True,Units,Units,,OBI00142,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN BIROU ZEGA,,Obiecte de inventar,1.0,83.19,True,True,Units,Units,,OBI00143,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN ERGONOMIC,,Obiecte de inventar,1.0,193.28,True,True,Units,Units,,OBI00144,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN FARA BRATE,,Obiecte de inventar,1.0,54.6,True,True,Units,Units,,OBI00145,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN OFF 907 NEGRU,,Obiecte de inventar,1.0,235.0,True,True,Units,Units,,OBI00146,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCAUN PT ATELIER REGLABIL HBM,,Obiecte de inventar,1.0,252.91,True,True,Units,Units,,OBI00147,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR B85x60 /M 4x1-1/4 inch (+EVI_00500) _Lipsa cod furnizor,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00378,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA 30 pl. B15THx30/1P-SC-Y 4x3/4 inch _15880-030,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00266,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA 30 pl. SWEP B85x30 / M(4x1 inch)_0247752.0,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00377,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA 40 pl. B15THx40/1P-SC-Y M (4x3/4 inch) (20) _15880-040,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00304,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA 40 pl. SWEP B85Hx40/1P-SC-M(4x1 inch) _0216731.0,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00300,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA 70 pl. SWEP B85Hx70/1P-SC-M(4x1-1/4 inch) _0216721.0,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00301,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA ASIMETRIC 10 pl. E8AS N-Wx10 (Z10_G3/4"" 280) _18404-010",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00251,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC 20 pl. E8ASHx20/1P-SC-S 4x3/4 inch+conn 20mm_18404-020 (E8ASW-Nx20),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00237,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC 30 pl. E8ASHx30/1P-SC-S 4x3/4 inch+conn 20mm_18404-030 (E8ASW-Nx30) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00231,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC 40 pl. E8ASHx40/1P-SC-S 4x3/4 inch+conn 20mm_18404-040(SWEP E8AS;280),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00240,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC-ROYAL 10 pl. E8LASHx10 _18430-010,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00329,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC-ROYAL 20 pl. E8LAS N-Wx20 _18430-020,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00244,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA ASIMETRIC-ROYAL 30 pl. SWEP E8LASx30 (Z30_G3/4"" 280) _18430-030",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00249,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA ASIMETRIC-ROYAL 40 pl. SWEP E8LASx40 (Z40_G3/4"" 278) _18430-040",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00250,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA ASIMETRIC-ROYAL 50 pl. SWEP E8LASHx50 (Z50_G3/4"" 278)_18430-050 ",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00248,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC-ROYAL 54 pl. SWEP E8LASHx54/1P-SC-Y M4x3/4 inch_18430-054 ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00256,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC-ROYAL 60 pl. SWEP E8LASHx60/1P-SC-S 4x3/4 inch _18430-060,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00361,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA ASIMETRIC-ROYAL 70 pl. SWEP E8LASHx70/1P-SC-Y M4x3/4 inch _18430-070,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00254,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA B25THx50/1P-SC-Y 4x1"" (15881-050)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00418,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA B25THx80/1P-SC-Y 4x1,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00419,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA B85Hx50/1P-SC-M 4x1-1/4""(45mm height)_0234330.0 _(+EVI_00498)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00380,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA B85Hx50/1P-SC-M 4x1"" (45 mm height) (+EVI_00321)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,Evi_00497,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA BHE ZB250 60P N.4 1 INCH INOX_17B2506004,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00132,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA BHE ZB250 80P N.4 1 INCH INOX_17B2508004,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00136,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA SIMETRIC 10 pl. E8THx10/1P-SC-S 4x3/4 inch+conn 20mm_18057-010,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00235,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA SIMETRIC 16 pl. E6Tx16_Lipsa cod furnizor (4x3/4"")",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00410,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA SIMETRIC 20 pl. E6Tx20/1P-SC-S 4x3/4"" (18125-020x22098)",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00341,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA SIMETRIC 20 pl. E8THx20/1P-SC-S 4x3/4 inch+conn 20mm_18057-020,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00234,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA SIMETRIC 32 pl. E6Tx32_(4x3/4"") _18125-032",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00417,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SCHIMBATOR CALDURA SIMETRIC 40 pl. E6Tx40_Lipsa cod furnizor (4x3/4"")",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00420,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA SIMETRIC 40 pl. E8THx40/1P-SC-S 4x3/4 inch+conn 20mm_18057-040,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00236,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SCHIMBATOR CALDURA  ZB315 40 placi_17B3154004,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00039,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZ 22x 3/4 "" (19.05 mm) DREPT LIPIRE",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_00967,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA  CU DR D28-G1"" EVINOX ( inlocuieste E_31243 )",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00099,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA D15X1/2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200222,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA D15x3/8 inch DREPT_3201538000 ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00729,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA D18x1/2""(12.7 mm ) drept lipire",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200017,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA D18x 3/4 "" (19.05 mm) DREPT LIPIRE",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00017,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA D22x3/4"" (19.05 mm) DREPT LIPIRE",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200018,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA D28_G1-1/2 inch,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31244,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA D28x1-1/4 inch ( inlocuieste EVI_00299 ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00531,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA D28x1"" cu FLANSA pentru O-RING_Hecapo_3002810000",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00376,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA D35_1-1/4""",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31242,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA DREPT 28X1,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200183,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G1-1/2""_D42",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00426,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA  G1-1/2 inch_D35mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00546,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SEMIOLANDEZA G1-1/4 inch_D22 _Lipsa cod producator,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00741,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G 1/2""_15",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00149,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G 1/2""_18",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00224,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G1""_D22 -Lipsa cod producator",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00745,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G1"" xD18_3221810000",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00363,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G2""_D42_lipsa cod furnizor ",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00427,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G3/4""_D22 -Lipsa cod producator",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00685,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SEMIOLANDEZA G3/4""_D28 -lipsa cod producator",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00561,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR/B8_TSK20A 0213 ( senzor pt. tevi D21-D76; are panduit propriu pt. fixare pe teava ),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00160,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR DEBIT HUBA_FLOW SENZOR DN10xG3/4 inch_HUBA TYPE 200 DN10 1.8-32L/MIN_200.910101G DN10 ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00491,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR DEBIT HUBA_FLOW SENZOR DN20_HUBA TYPE _200.920101K DN20,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_200010,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR DEBIT HUBA_FLOW SENZOR DN8xG3/4 inch_HUBA TYPE 200 DN8 0.9-15L/MIN_200.908101G DN8 ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00490,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR DEBIT SIKA G1 inch_VY2060MAEVINO02 (VTY20),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00416,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR DEBIT SIKA G3/4 inch_VY1030K5EVINO01 (VTY10),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00390,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SENZOR UFH_ 2240551,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00115,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SET 19 BURGHIE METAL,,Obiecte de inventar,1.0,79.85000000000001,True,True,Units,Units,,OBI00148,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SET 9 SURUBELNITE,,Obiecte de inventar,1.0,29.330000000000002,True,True,Units,Units,,OBI00149,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SET ACCESORII pt.TUB FLEXIBIL pt. RACORD APA INOX(2 Piulite,2 Flanse,2 Garn.) HIDRA 3/4""-F1_50990031",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00725,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SET PIESE METALICE PENTRU DULAP PUC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,PUC_ACTR,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SIGURANTA 5x 20,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00376,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SINA OMEGA,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Maux_20686,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SINA OMEGA_27x35x8_lipsa cod producator ( CE-00 ),,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00456,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SISTEM AIO ADVANTECH 8 GB 128 GB SSD,,Obiecte de inventar,1.0,1504.2,True,True,Units,Units,,OBI00150,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SOCLU RELEU 95853 SMA,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00444,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SORT SUDOR PIELE,,Obiecte de inventar,1.0,55.800000000000004,True,True,Units,Units,,OBI00151,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPC1-030R-T1/12,,Add,1.0,0.0,True,True,Units,Units,,SPC1-030R-T1/12,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPC3-070B-T1/12,,Add,1.0,0.0,True,True,Units,Units,,SPC3-070B-T1/12,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPC3-070B-T1/13,,Saleable,0.0,0.0,True,,Units,Units,,SPC3-070B-T1/13,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPH2-4B-T1/12,,Add,1.0,0.0,True,True,Units,Units,,SPH2-4B-T1/12,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPH2-7R-T1/12,,Add,1.0,0.0,True,True,Units,Units,,SPH2-7R-T1/12,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPIGOT (ADAPTOR 22MM UNVENTED KIT)_998020022,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00149,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPIGOT VANA IZOLARE (SPIGOT IS. V. w/butt.)1 inch Fx1 inch F_EVIN17C025 (C.T.NO. 84818081)(Art.17C),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00468,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SPOT LED 6W PATRAT 4000K EMOS (TV),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00719,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STALPISOR TELESCOPIC PENTRU RAMA,,Obiecte de inventar,1.0,4.87,True,True,Units,Units,,OBI00152,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STAMPILA,,Obiecte de inventar,1.0,200.0,True,True,Units,Units,,OBI00153,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STICK USB,,Obiecte de inventar,1.0,69.0,True,True,Units,Units,,OBI00154,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STINGATOR G2,,Obiecte de inventar,1.0,108.0,True,True,Units,Units,,OBI00155,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STINGATOR P6,,Obiecte de inventar,1.0,82.0,True,True,Units,Units,,OBI00156,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
STUT FILETAT ZN 3/4X40 CM,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200190,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUBLER DIGITAL 150 MM,,Obiecte de inventar,1.0,130.21,True,True,Units,Units,,OBI00157,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUBLER DIGITAL 300 MM,,Obiecte de inventar,1.0,341.0,True,True,Units,Units,,OBI00158,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUBLER ELECTRON,,Obiecte de inventar,1.0,100.84,True,True,Units,Units,,OBI00159,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPAPA DE SIGURANTA G 1/2 INCH_SRV03540505003,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00059,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPAPA DE SIGURANTA G 3/4 INCH_SRVG353SW05003.1 (HIU 2018),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00381,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPAPA DE SIGURANTA M-F 1/2 inch_3 bar with pressure gauge connection_314432 CST(inlocEVI_59)Calef,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00426,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPORT CU ROLA PT TEVI DEMA,,Obiecte de inventar,1.0,205.22,True,True,Units,Units,,OBI00160,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPORT SIGURANTA PE SINA_WK4/THSI5U(5790453550),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00281,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SUPORTURI CU ROLE REGLABILE 2 BUC,,Obiecte de inventar,1.0,217.65,True,True,Units,Units,,OBI00161,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub cap cu guler DIN6921-8.8 M8X20 ZA - 25Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200196,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub cap hexagonal DIN 933-8.8 M12x30 ZA-50Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200102,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub cap hexagonal DIN 933-8.8 M12x40 ZA-50Units/Cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200321,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
SURUB METRIC HEXAGON,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200078,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SURUB METRIC M10X60MM OTEL INOX A2, DIN603, CAP BOMBAT",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200146,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"SURUB METRIC M10X60MM OTEL INOX A2, DIN603, CAP BOMBAT 2007001370079",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200147,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub pt PAL si lemn cap inecat 5x40 ZG PZ2 - 500Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200198,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub pt tabla cap bombat DIN 7981C 4.2x9.5 ZA PH2-1000Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200103,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Surub pt tabla cap bombat DIN 7981C 5.5x16 ZA PH3-500Units/cutie,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200105,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TABLA MAGNETICA 120*240,,Obiecte de inventar,1.0,419.33,True,True,Units,Units,,OBI00163,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TABLA MAGNETICA  90*120 ACCESORII,,Obiecte de inventar,1.0,133.6,True,True,Units,Units,,OBI00162,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TABLETA ARCHOS 3G 10.1,,Obiecte de inventar,1.0,499.99,True,True,Units,Units,,OBI00164,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TABLETA HUAWEI T3 WIFI 10 16 GB,,Obiecte de inventar,1.0,599.9,True,True,Units,Units,,OBI00165,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TAMBUR 4P 25 M 3000W,,Obiecte de inventar,1.0,96.64,True,True,Units,Units,,OBI00166,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TAMBUR 4P 40 M 3600W,,Obiecte de inventar,1.0,188.24,True,True,Units,Units,,OBI00167,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TASSERON PROBE SENSOR NTC (senzor imersie in boiler)_TSK10E4 ( =senzor+cablu ),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00028,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TASTATURA BLUETOOTH,,Obiecte de inventar,1.0,75.62,True,True,Units,Units,,OBI00168,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TAVA MAGNETICA,,Obiecte de inventar,1.0,12.44,True,True,Units,Units,,OBI00169,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU 28X1 3M,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_200142,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
TEAVA CUPRU_CU-DLP HA_15x 1x 4500_E,,Materii prime generale ,1.0,0.0,True,True,kg,kg,,E_00700,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
